"type","id","name","district","county","sub-county"
"D","01","Apac","Apac","",""
"C","002","Kwania County","Apac","Kwania County",""
"S","01","Aduku","Apac","Kwania County","Aduku"
"S","02","Cawente","Apac","Kwania County","Cawente"
"S","03","Inomo","Apac","Kwania County","Inomo"
"S","04","Nambieso","Apac","Kwania County","Nambieso"
"S","05","Abongomola","Apac","Kwania County","Abongomola"
"S","06","Aduku Town Council","Apac","Kwania County","Aduku Town Council"
"C","003","Maruzi County","Apac","Maruzi County",""
"S","01","Akokoro","Apac","Maruzi County","Akokoro"
"S","02","Apac","Apac","Maruzi County","Apac"
"S","03","Apac Town Council","Apac","Maruzi County","Apac Town Council"
"S","04","Chegere","Apac","Maruzi County","Chegere"
"S","05","Ibuje","Apac","Maruzi County","Ibuje"
"D","02","Arua","Arua","",""
"C","007","Ayivu County","Arua","Ayivu County",""
"S","01","Adumi","Arua","Ayivu County","Adumi"
"S","02","Aroi","Arua","Ayivu County","Aroi"
"S","03","Oluko","Arua","Ayivu County","Oluko"
"S","04","Pajulu","Arua","Ayivu County","Pajulu"
"S","05","Manibe","Arua","Ayivu County","Manibe"
"S","06","Dadamu","Arua","Ayivu County","Dadamu"
"S","07","Ayivuni","Arua","Ayivu County","Ayivuni"
"C","009","Madi-Okollo County","Arua","Madi-Okollo County",""
"S","01","Offaka","Arua","Madi-Okollo County","Offaka"
"S","02","Ogoko","Arua","Madi-Okollo County","Ogoko"
"S","03","Okollo","Arua","Madi-Okollo County","Okollo"
"S","04","Rhino Camp","Arua","Madi-Okollo County","Rhino Camp"
"S","05","Rigbo","Arua","Madi-Okollo County","Rigbo"
"S","06","Uleppi","Arua","Madi-Okollo County","Uleppi"
"S","08","Anyiribu","Arua","Madi-Okollo County","Anyiribu"
"S","09","Pawor","Arua","Madi-Okollo County","Pawor"
"S","10","Ewanga","Arua","Madi-Okollo County","Ewanga"
"C","011","Terego County","Arua","Terego County",""
"S","01","Aii-Vu/Ajivu","Arua","Terego County","Aii-Vu/Ajivu"
"S","02","Beleafe","Arua","Terego County","Beleafe"
"S","03","Katrini","Arua","Terego County","Katrini"
"S","04","Omugo","Arua","Terego County","Omugo"
"S","05","Odupi","Arua","Terego County","Odupi"
"S","06","Uriama","Arua","Terego County","Uriama"
"C","012","Vurra County","Arua","Vurra County",""
"S","01","Ajia","Arua","Vurra County","Ajia"
"S","02","Arivu","Arua","Vurra County","Arivu"
"S","03","Logiri","Arua","Vurra County","Logiri"
"S","04","Vurra","Arua","Vurra County","Vurra"
"C","013","Arua Municipality","Arua","Arua Municipality",""
"S","01","Arua Hill","Arua","Arua Municipality","Arua Hill"
"S","02","Oli River","Arua","Arua Municipality","Oli River"
"D","03","Bundibugyo","Bundibugyo","",""
"C","014","Bwamba County","Bundibugyo","Bwamba County",""
"S","01","Bubandi","Bundibugyo","Bwamba County","Bubandi"
"S","02","Bubukwanga","Bundibugyo","Bwamba County","Bubukwanga"
"S","03","Bundibugyo Town Council","Bundibugyo","Bwamba County","Bundibugyo Town Council"
"S","04","Busaru","Bundibugyo","Bwamba County","Busaru"
"S","05","Nyahuka Town Council","Bundibugyo","Bwamba County","Nyahuka Town Council"
"S","06","Kirumya","Bundibugyo","Bwamba County","Kirumya"
"S","07","Kisubba","Bundibugyo","Bwamba County","Kisubba"
"S","08","Mirambi","Bundibugyo","Bwamba County","Mirambi"
"C","215","Bughendera County","Bundibugyo","Bughendera County",""
"S","01","Harugali","Bundibugyo","Bughendera County","Harugali"
"S","02","Kasitu","Bundibugyo","Bughendera County","Kasitu"
"S","03","Ndugutu","Bundibugyo","Bughendera County","Ndugutu"
"S","04","Bukonzo","Bundibugyo","Bughendera County","Bukonzo"
"S","05","Ntotoro","Bundibugyo","Bughendera County","Ntotoro"
"S","06","Sindila","Bundibugyo","Bughendera County","Sindila"
"S","07","Ngamba","Bundibugyo","Bughendera County","Ngamba"
"D","04","Bushenyi","Bushenyi","",""
"C","018","Igara County East","Bushenyi","Igara County East",""
"S","01","Bumbaire","Bushenyi","Igara County East","Bumbaire"
"S","02","Kyabugimbi","Bushenyi","Igara County East","Kyabugimbi"
"S","03","Kyeizoba","Bushenyi","Igara County East","Kyeizoba"
"S","05","Ibaare","Bushenyi","Igara County East","Ibaare"
"S","06","Ruhumuro","Bushenyi","Igara County East","Ruhumuro"
"C","019","Igara County West","Bushenyi","Igara County West",""
"S","02","Kakanju","Bushenyi","Igara County West","Kakanju"
"S","03","Kyamuhunga","Bushenyi","Igara County West","Kyamuhunga"
"S","04","Nyabubare","Bushenyi","Igara County West","Nyabubare"
"S","05","Bitooma","Bushenyi","Igara County West","Bitooma"
"C","225","Bushenyi -Ishaka Municipality","Bushenyi","Bushenyi -Ishaka Municipality",""
"S","01","Central Division","Bushenyi","Bushenyi -Ishaka Municipality","Central Division"
"S","02","Ishaka Division","Bushenyi","Bushenyi -Ishaka Municipality","Ishaka Division"
"S","03","Nyakabirizi Division","Bushenyi","Bushenyi -Ishaka Municipality","Nyakabirizi Division"
"D","05","Gulu","Gulu","",""
"C","023","Aswa County","Gulu","Aswa County",""
"S","01","Awach","Gulu","Aswa County","Awach"
"S","02","Bungatira","Gulu","Aswa County","Bungatira"
"S","03","Paicho","Gulu","Aswa County","Paicho"
"S","04","Palaro","Gulu","Aswa County","Palaro"
"S","05","Patiko","Gulu","Aswa County","Patiko"
"S","06","Unyama","Gulu","Aswa County","Unyama"
"C","026","Omoro County","Gulu","Omoro County",""
"S","01","Bobi","Gulu","Omoro County","Bobi"
"S","02","Koro","Gulu","Omoro County","Koro"
"S","03","Lakwana","Gulu","Omoro County","Lakwana"
"S","04","Lalogi","Gulu","Omoro County","Lalogi"
"S","05","Odek","Gulu","Omoro County","Odek"
"S","06","Ongako","Gulu","Omoro County","Ongako"
"C","027","Gulu Municipality","Gulu","Gulu Municipality",""
"S","01","Bar-Dege","Gulu","Gulu Municipality","Bar-Dege"
"S","02","Laroo","Gulu","Gulu Municipality","Laroo"
"S","03","Layibi","Gulu","Gulu Municipality","Layibi"
"S","04","Pece","Gulu","Gulu Municipality","Pece"
"D","06","Hoima","Hoima","",""
"C","028","Bugahya County","Hoima","Bugahya County",""
"S","01","Buhanika","Hoima","Bugahya County","Buhanika"
"S","02","Buseruka","Hoima","Bugahya County","Buseruka"
"S","05","Kigorobya","Hoima","Bugahya County","Kigorobya"
"S","06","Kigorobya Town Council","Hoima","Bugahya County","Kigorobya Town Council"
"S","07","Kitoba","Hoima","Bugahya County","Kitoba"
"S","08","Kyabigambire","Hoima","Bugahya County","Kyabigambire"
"C","029","Buhaguzi County","Hoima","Buhaguzi County",""
"S","01","Bugambe","Hoima","Buhaguzi County","Bugambe"
"S","02","Buhimba","Hoima","Buhaguzi County","Buhimba"
"S","03","Kabwoya","Hoima","Buhaguzi County","Kabwoya"
"S","04","Kiziranfumbi","Hoima","Buhaguzi County","Kiziranfumbi"
"S","05","Kyangwali","Hoima","Buhaguzi County","Kyangwali"
"C","227","Hoima Municipality","Hoima","Hoima Municipality",""
"S","01","Bujumbura Division","Hoima","Hoima Municipality","Bujumbura Division"
"S","02","Mparo Division","Hoima","Hoima Municipality","Mparo Division"
"S","03","Busiisi Division","Hoima","Hoima Municipality","Busiisi Division"
"S","04","Kahoora Division","Hoima","Hoima Municipality","Kahoora Division"
"D","07","Iganga","Iganga","",""
"C","030","Bugweri County","Iganga","Bugweri County",""
"S","01","Buyanga","Iganga","Bugweri County","Buyanga"
"S","02","Ibulanku","Iganga","Bugweri County","Ibulanku"
"S","03","Makuutu","Iganga","Bugweri County","Makuutu"
"S","04","Namalemba","Iganga","Bugweri County","Namalemba"
"S","05","Busembatia Town Council","Iganga","Bugweri County","Busembatia Town Council"
"S","06","Igombe","Iganga","Bugweri County","Igombe"
"C","038","Kigulu County North","Iganga","Kigulu County North",""
"S","01","Nabitende","Iganga","Kigulu County North","Nabitende"
"S","02","Nambale","Iganga","Kigulu County North","Nambale"
"S","03","Namungalwe","Iganga","Kigulu County North","Namungalwe"
"S","04","Nawandala","Iganga","Kigulu County North","Nawandala"
"C","039","Kigulu County South","Iganga","Kigulu County South",""
"S","01","Bulamagi","Iganga","Kigulu County South","Bulamagi"
"S","03","Nakalama","Iganga","Kigulu County South","Nakalama"
"S","04","Nakigo","Iganga","Kigulu County South","Nakigo"
"S","05","Nawanyingi","Iganga","Kigulu County South","Nawanyingi"
"C","228","Iganga Municipality","Iganga","Iganga Municipality",""
"S","01","Central Division","Iganga","Iganga Municipality","Central Division"
"S","02","Northern Division","Iganga","Iganga Municipality","Northern Division"
"D","08","Jinja","Jinja","",""
"C","041","Butembe County","Jinja","Butembe County",""
"S","01","Busedde","Jinja","Butembe County","Busedde"
"S","02","Kakira Town Council","Jinja","Butembe County","Kakira Town Council"
"S","03","Mafubira","Jinja","Butembe County","Mafubira"
"S","04","Bugembe Town Council","Jinja","Butembe County","Bugembe Town Council"
"C","042","Kagoma County","Jinja","Kagoma County",""
"S","01","Budondo","Jinja","Kagoma County","Budondo"
"S","02","Butagaya","Jinja","Kagoma County","Butagaya"
"S","03","Buwenge","Jinja","Kagoma County","Buwenge"
"S","04","Buwenge Town Council","Jinja","Kagoma County","Buwenge Town Council"
"S","05","Buyengo","Jinja","Kagoma County","Buyengo"
"C","043","Jinja Municipality East","Jinja","Jinja Municipality East",""
"S","01","Jinja Central","Jinja","Jinja Municipality East","Jinja Central"
"S","02","Walukuba/Masese","Jinja","Jinja Municipality East","Walukuba/Masese"
"C","044","Jinja Municipality West","Jinja","Jinja Municipality West",""
"S","02","Kimaka /Mpumudde","Jinja","Jinja Municipality West","Kimaka /Mpumudde"
"D","09","Kabale","Kabale","",""
"C","045","Ndorwa County East","Kabale","Ndorwa County East",""
"S","01","Buhara","Kabale","Ndorwa County East","Buhara"
"S","02","Kaharo","Kabale","Ndorwa County East","Kaharo"
"S","03","Kyanamira","Kabale","Ndorwa County East","Kyanamira"
"S","04","Maziba","Kabale","Ndorwa County East","Maziba"
"C","046","Ndorwa County West","Kabale","Ndorwa County West",""
"S","01","Kamuganguzi","Kabale","Ndorwa County West","Kamuganguzi"
"S","02","Kitumba","Kabale","Ndorwa County West","Kitumba"
"S","03","Rubaya","Kabale","Ndorwa County West","Rubaya"
"S","04","Butanda","Kabale","Ndorwa County West","Butanda"
"S","05","Katuna Town Council","Kabale","Ndorwa County West","Katuna Town Council"
"C","047","Rubanda County East","Kabale","Rubanda County East",""
"S","01","Bubare","Kabale","Rubanda County East","Bubare"
"S","02","Hamurwa","Kabale","Rubanda County East","Hamurwa"
"S","03","Hamurwa Town Council","Kabale","Rubanda County East","Hamurwa Town Council"
"S","04","Nyamweeru","Kabale","Rubanda County East","Nyamweeru"
"C","048","Rubanda County West","Kabale","Rubanda County West",""
"S","01","Bufundi","Kabale","Rubanda County West","Bufundi"
"S","02","Ikumba","Kabale","Rubanda County West","Ikumba"
"S","03","Muko","Kabale","Rubanda County West","Muko"
"S","04","Ruhija","Kabale","Rubanda County West","Ruhija"
"C","049","Rukiga County","Kabale","Rukiga County",""
"S","01","Bukinda","Kabale","Rukiga County","Bukinda"
"S","02","Kamwezi","Kabale","Rukiga County","Kamwezi"
"S","03","Kashambya","Kabale","Rukiga County","Kashambya"
"S","04","Rwamucucu","Kabale","Rukiga County","Rwamucucu"
"S","05","Muhanga Town Council","Kabale","Rukiga County","Muhanga Town Council"
"C","050","Kabale Municipality","Kabale","Kabale Municipality",""
"S","01","Kabale Central","Kabale","Kabale Municipality","Kabale Central"
"S","02","Kabale Northern","Kabale","Kabale Municipality","Kabale Northern"
"S","03","Kabale Southern","Kabale","Kabale Municipality","Kabale Southern"
"D","10","Kabarole","Kabarole","",""
"C","051","Bunyangabu County","Kabarole","Bunyangabu County",""
"S","01","Buheesi","Kabarole","Bunyangabu County","Buheesi"
"S","02","Kibiito","Kabarole","Bunyangabu County","Kibiito"
"S","03","Kisomoro","Kabarole","Bunyangabu County","Kisomoro"
"S","04","Rwimi","Kabarole","Bunyangabu County","Rwimi"
"S","05","Kateebwa","Kabarole","Bunyangabu County","Kateebwa"
"S","06","Kibiito Town Council","Kabarole","Bunyangabu County","Kibiito Town Council"
"S","07","Rwimi Town Council","Kabarole","Bunyangabu County","Rwimi Town Council"
"S","08","Kabonero","Kabarole","Bunyangabu County","Kabonero"
"S","09","Rubona Town Council","Kabarole","Bunyangabu County","Rubona Town Council"
"C","052","Burahya County","Kabarole","Burahya County",""
"S","01","Bukuuku","Kabarole","Burahya County","Bukuuku"
"S","02","Busoro","Kabarole","Burahya County","Busoro"
"S","03","Hakibale","Kabarole","Burahya County","Hakibale"
"S","04","Karambi","Kabarole","Burahya County","Karambi"
"S","05","Kicwamba","Kabarole","Burahya County","Kicwamba"
"S","06","Mugusu","Kabarole","Burahya County","Mugusu"
"S","07","Ruteete","Kabarole","Burahya County","Ruteete"
"S","08","Kasenda","Kabarole","Burahya County","Kasenda"
"S","09","Karangura","Kabarole","Burahya County","Karangura"
"S","10","Kyaitamba Town Council","Kabarole","Burahya County","Kyaitamba Town Council"
"C","058","Fort Portal Municipality","Kabarole","Fort Portal Municipality",""
"S","01","Eastern Division","Kabarole","Fort Portal Municipality","Eastern Division"
"S","02","Southern Division","Kabarole","Fort Portal Municipality","Southern Division"
"S","03","Western Division","Kabarole","Fort Portal Municipality","Western Division"
"D","11","Kalangala","Kalangala","",""
"C","059","Bujumba County","Kalangala","Bujumba County",""
"S","01","Bujumba","Kalangala","Bujumba County","Bujumba"
"S","02","Kalangala Town Council","Kalangala","Bujumba County","Kalangala Town Council"
"S","03","Mugoye","Kalangala","Bujumba County","Mugoye"
"C","060","Kyamuswa County","Kalangala","Kyamuswa County",""
"S","01","Bufumira","Kalangala","Kyamuswa County","Bufumira"
"S","02","Bubeke","Kalangala","Kyamuswa County","Bubeke"
"S","03","Kyamuswa","Kalangala","Kyamuswa County","Kyamuswa"
"S","04","Mazinga","Kalangala","Kyamuswa County","Mazinga"
"D","13","Kamuli","Kamuli","",""
"C","070","Bugabula County North","Kamuli","Bugabula County North",""
"S","01","Balawoli","Kamuli","Bugabula County North","Balawoli"
"S","02","Kamuli Town Council","Kamuli","Bugabula County North","Kamuli Town Council"
"S","02","Nabwigulu","Kamuli","Bugabula County North","Nabwigulu"
"S","02","Namasagali","Kamuli","Bugabula County North","Namasagali"
"C","071","Bugabula County South","Kamuli","Bugabula County South",""
"S","01","Bulopa","Kamuli","Bugabula County South","Bulopa"
"S","02","Butansi","Kamuli","Bugabula County South","Butansi"
"S","03","Kitayunjwa","Kamuli","Bugabula County South","Kitayunjwa"
"S","04","Namwendwa","Kamuli","Bugabula County South","Namwendwa"
"C","073","Buzaaya County","Kamuli","Buzaaya County",""
"S","01","Bugulumbya","Kamuli","Buzaaya County","Bugulumbya"
"S","02","Kisozi","Kamuli","Buzaaya County","Kisozi"
"S","03","Mbulamuti","Kamuli","Buzaaya County","Mbulamuti"
"S","04","Nawanyago","Kamuli","Buzaaya County","Nawanyago"
"S","05","Wankole","Kamuli","Buzaaya County","Wankole"
"D","14","Kapchorwa","Kapchorwa","",""
"C","076","Tingey County","Kapchorwa","Tingey County",""
"S","01","Kapchorwa Town Council","Kapchorwa","Tingey County","Kapchorwa Town Council"
"S","02","Kaptanya","Kapchorwa","Tingey County","Kaptanya"
"S","03","Kaserem","Kapchorwa","Tingey County","Kaserem"
"S","04","Sipi","Kapchorwa","Tingey County","Sipi"
"S","05","Tegeres","Kapchorwa","Tingey County","Tegeres"
"S","06","Chema","Kapchorwa","Tingey County","Chema"
"S","07","Kawowo","Kapchorwa","Tingey County","Kawowo"
"S","08","Gamogo","Kapchorwa","Tingey County","Gamogo"
"S","09","Kabeywa","Kapchorwa","Tingey County","Kabeywa"
"S","10","Kapchesombe","Kapchorwa","Tingey County","Kapchesombe"
"S","11","Kapsinda","Kapchorwa","Tingey County","Kapsinda"
"S","12","Kapteret","Kapchorwa","Tingey County","Kapteret"
"S","13","Munarya","Kapchorwa","Tingey County","Munarya"
"D","15","Kasese","Kasese","",""
"C","077","Bukonzo County East","Kasese","Bukonzo County East",""
"S","01","Kisinga","Kasese","Bukonzo County East","Kisinga"
"S","02","Kyarumba","Kasese","Bukonzo County East","Kyarumba"
"S","03","Kyondo","Kasese","Bukonzo County East","Kyondo"
"S","04","Mahango","Kasese","Bukonzo County East","Mahango"
"S","05","Munkunyu","Kasese","Bukonzo County East","Munkunyu"
"C","078","Bukonjo County West","Kasese","Bukonjo County West",""
"S","01","Bwera","Kasese","Bukonjo County West","Bwera"
"S","02","Ihandiro","Kasese","Bukonjo County West","Ihandiro"
"S","03","Karambi","Kasese","Bukonjo County West","Karambi"
"S","04","Kitholu","Kasese","Bukonjo County West","Kitholu"
"S","05","Nyakiyumbu","Kasese","Bukonjo County West","Nyakiyumbu"
"S","06","Mpondwe/Lhubiriha Town Council","Kasese","Bukonjo County West","Mpondwe/Lhubiriha Town Council"
"S","07","Isango","Kasese","Bukonjo County West","Isango"
"C","079","Busongora County North","Kasese","Busongora County North",""
"S","01","Bugoye","Kasese","Busongora County North","Bugoye"
"S","02","Kitswamba","Kasese","Busongora County North","Kitswamba"
"S","03","Kyabarungira","Kasese","Busongora County North","Kyabarungira"
"S","04","Maliba","Kasese","Busongora County North","Maliba"
"S","05","Hima Town Council","Kasese","Busongora County North","Hima Town Council"
"S","06","Bwesumbu","Kasese","Busongora County North","Bwesumbu"
"S","07","Buhuhira","Kasese","Busongora County North","Buhuhira"
"C","080","Busongora County South","Kasese","Busongora County South",""
"S","01","Karusandara","Kasese","Busongora County South","Karusandara"
"S","03","Kilembe","Kasese","Busongora County South","Kilembe"
"S","04","Lake Kabatoro Town Council","Kasese","Busongora County South","Lake Kabatoro Town Council"
"S","05","Lake Katwe","Kasese","Busongora County South","Lake Katwe"
"S","06","Muhokya","Kasese","Busongora County South","Muhokya"
"S","07","Rukoki","Kasese","Busongora County South","Rukoki"
"C","229","Kasese Municipality","Kasese","Kasese Municipality",""
"S","01","Bulembia Division","Kasese","Kasese Municipality","Bulembia Division"
"S","02","Central Division","Kasese","Kasese Municipality","Central Division"
"S","03","Nyamwamba Division","Kasese","Kasese Municipality","Nyamwamba Division"
"D","16","Kibaale","Kibaale","",""
"C","081","Bugangaizi County","Kibaale","Bugangaizi County",""
"S","01","Bwanswa","Kibaale","Bugangaizi County","Bwanswa"
"S","02","Kakindo","Kibaale","Bugangaizi County","Kakindo"
"S","03","Kasambya","Kibaale","Bugangaizi County","Kasambya"
"S","05","Narweyo","Kibaale","Bugangaizi County","Narweyo"
"S","07","Birembo","Kibaale","Bugangaizi County","Birembo"
"C","082","Buyaga County","Kibaale","Buyaga County",""
"S","02","Kagadi","Kibaale","Buyaga County","Kagadi"
"S","03","Kiryanga","Kibaale","Buyaga County","Kiryanga"
"S","04","Kyanaisoke","Kibaale","Buyaga County","Kyanaisoke"
"S","05","Mabaale","Kibaale","Buyaga County","Mabaale"
"S","09","Kagadi Town Council","Kibaale","Buyaga County","Kagadi Town Council"
"S","11","Kabamba","Kibaale","Buyaga County","Kabamba"
"S","13","Kyenzige","Kibaale","Buyaga County","Kyenzige"
"S","15","Pachwa","Kibaale","Buyaga County","Pachwa"
"C","083","Buyanja County","Kibaale","Buyanja County",""
"S","01","Bwamiramira","Kibaale","Buyanja County","Bwamiramira"
"S","02","Kibaale Town Council","Kibaale","Buyanja County","Kibaale Town Council"
"S","03","Kyebando","Kibaale","Buyanja County","Kyebando"
"S","04","Matale","Kibaale","Buyanja County","Matale"
"S","05","Mugarama","Kibaale","Buyanja County","Mugarama"
"S","06","Bubango","Kibaale","Buyanja County","Bubango"
"S","07","Nyamarwa","Kibaale","Buyanja County","Nyamarwa"
"S","08","Nyamarunda","Kibaale","Buyanja County","Nyamarunda"
"C","219","Bugangaizi East Couty","Kibaale","Bugangaizi East Couty",""
"S","04","Kisiita","Kibaale","Bugangaizi East Couty","Kisiita"
"S","06","Nkooko","Kibaale","Bugangaizi East Couty","Nkooko"
"S","08","Mpasaana","Kibaale","Bugangaizi East Couty","Mpasaana"
"C","220","Buyaga West County","Kibaale","Buyaga West County",""
"S","01","Bwikara","Kibaale","Buyaga West County","Bwikara"
"S","06","Mpeefu","Kibaale","Buyaga West County","Mpeefu"
"S","07","Muhorro","Kibaale","Buyaga West County","Muhorro"
"S","08","Rugashari","Kibaale","Buyaga West County","Rugashari"
"S","10","Burora","Kibaale","Buyaga West County","Burora"
"S","12","Kyaterekera","Kibaale","Buyaga West County","Kyaterekera"
"S","14","Ndaiga","Kibaale","Buyaga West County","Ndaiga"
"S","16","Ruteete","Kibaale","Buyaga West County","Ruteete"
"S","17","Kyakabadiima","Kibaale","Buyaga West County","Kyakabadiima"
"D","17","Kiboga","Kiboga","",""
"C","084","Kiboga East County","Kiboga","Kiboga East County",""
"S","01","Bukomero","Kiboga","Kiboga East County","Bukomero"
"S","02","Ddwaniro","Kiboga","Kiboga East County","Ddwaniro"
"S","03","Kapeke","Kiboga","Kiboga East County","Kapeke"
"S","04","Kibiga","Kiboga","Kiboga East County","Kibiga"
"S","05","Kiboga Town Council","Kiboga","Kiboga East County","Kiboga Town Council"
"S","06","Lwamata","Kiboga","Kiboga East County","Lwamata"
"S","07","Muwanga","Kiboga","Kiboga East County","Muwanga"
"D","18","Kisoro","Kisoro","",""
"C","086","Bufumbira County East","Kisoro","Bufumbira County East",""
"S","01","Bukimbiri","Kisoro","Bufumbira County East","Bukimbiri"
"S","02","Kanaba","Kisoro","Bufumbira County East","Kanaba"
"S","03","Murora","Kisoro","Bufumbira County East","Murora"
"S","04","Nyakabande","Kisoro","Bufumbira County East","Nyakabande"
"S","05","Nyundo","Kisoro","Bufumbira County East","Nyundo"
"C","087","Bufumbira County North","Kisoro","Bufumbira County North",""
"S","01","Busanza","Kisoro","Bufumbira County North","Busanza"
"S","02","Kirundo","Kisoro","Bufumbira County North","Kirundo"
"S","03","Nyabwishenya","Kisoro","Bufumbira County North","Nyabwishenya"
"S","04","Nyarubuye","Kisoro","Bufumbira County North","Nyarubuye"
"C","088","Bufumbira County South","Kisoro","Bufumbira County South",""
"S","01","Chahi","Kisoro","Bufumbira County South","Chahi"
"S","02","Kisoro Town Council","Kisoro","Bufumbira County South","Kisoro Town Council"
"S","03","Muramba","Kisoro","Bufumbira County South","Muramba"
"S","04","Nyakinama","Kisoro","Bufumbira County South","Nyakinama"
"S","05","Nyarusiza","Kisoro","Bufumbira County South","Nyarusiza"
"D","19","Kitgum","Kitgum","",""
"C","091","Chua County","Kitgum","Chua County",""
"S","01","Kitgum Matidi","Kitgum","Chua County","Kitgum Matidi"
"S","02","Kitgum Town Council","Kitgum","Chua County","Kitgum Town Council"
"S","03","Labongo-Layamo","Kitgum","Chua County","Labongo-Layamo"
"S","04","Labongo-Amida","Kitgum","Chua County","Labongo-Amida"
"S","05","Muchwini","Kitgum","Chua County","Muchwini"
"S","06","Nam-Okora","Kitgum","Chua County","Nam-Okora"
"S","07","Orom","Kitgum","Chua County","Orom"
"S","08","Lagoro","Kitgum","Chua County","Lagoro"
"S","09","Akwang","Kitgum","Chua County","Akwang"
"S","10","Omiya-Anyima","Kitgum","Chua County","Omiya-Anyima"
"D","20","Kotido","Kotido","",""
"C","094","Jie County","Kotido","Jie County",""
"S","01","Kacheri","Kotido","Jie County","Kacheri"
"S","02","Kotido","Kotido","Jie County","Kotido"
"S","03","Kotido Town Council","Kotido","Jie County","Kotido Town Council"
"S","04","Nakapelimoru","Kotido","Jie County","Nakapelimoru"
"S","05","Panyangara","Kotido","Jie County","Panyangara"
"S","06","Rengen","Kotido","Jie County","Rengen"
"D","21","Kumi","Kumi","",""
"C","097","Kumi County","Kumi","Kumi County",""
"S","01","Atutur","Kumi","Kumi County","Atutur"
"S","02","Kanyum","Kumi","Kumi County","Kanyum"
"S","03","Kumi","Kumi","Kumi County","Kumi"
"S","04","Kumi Town Council","Kumi","Kumi County","Kumi Town Council"
"S","05","Mukongoro","Kumi","Kumi County","Mukongoro"
"S","06","Nyero","Kumi","Kumi County","Nyero"
"S","07","Ongino","Kumi","Kumi County","Ongino"
"D","22","Lira","Lira","",""
"C","100","Erute County North","Lira","Erute County North",""
"S","01","Aromo","Lira","Erute County North","Aromo"
"S","02","Lira","Lira","Erute County North","Lira"
"S","03","Ogur","Lira","Erute County North","Ogur"
"S","04","Agweng","Lira","Erute County North","Agweng"
"C","101","Erute County South","Lira","Erute County South",""
"S","01","Adekokwok","Lira","Erute County South","Adekokwok"
"S","02","Amach","Lira","Erute County South","Amach"
"S","03","Barr","Lira","Erute County South","Barr"
"S","04","Agali","Lira","Erute County South","Agali"
"S","05","Ngetta","Lira","Erute County South","Ngetta"
"C","105","Lira Municipality","Lira","Lira Municipality",""
"S","01","Adyel","Lira","Lira Municipality","Adyel"
"S","02","Lira Central","Lira","Lira Municipality","Lira Central"
"S","03","Ojwina","Lira","Lira Municipality","Ojwina"
"S","04","Railways","Lira","Lira Municipality","Railways"
"D","23","Luweero","Luweero","",""
"C","107","Katikamu County North","Luweero","Katikamu County North",""
"S","01","Butuntumula","Luweero","Katikamu County North","Butuntumula"
"S","02","Katimaku","Luweero","Katikamu County North","Katimaku"
"S","03","Luwero","Luweero","Katikamu County North","Luwero"
"S","04","Luweero Town Council","Luweero","Katikamu County North","Luweero Town Council"
"C","108","Katikamu County South","Luweero","Katikamu County South",""
