"type","id","name","district","county","sub-county"
"S","01","Bombo Town Council","Luweero","Katikamu County South","Bombo Town Council"
"S","03","Makulubita","Luweero","Katikamu County South","Makulubita"
"S","04","Nyimbwa","Luweero","Katikamu County South","Nyimbwa"
"S","05","Wobulenzi Town Council","Luweero","Katikamu County South","Wobulenzi Town Council"
"C","110","Bamunanika County","Luweero","Bamunanika County",""
"S","01","Bamunanika","Luweero","Bamunanika County","Bamunanika"
"S","02","Kalagala","Luweero","Bamunanika County","Kalagala"
"S","03","Kamira","Luweero","Bamunanika County","Kamira"
"S","04","Kikyusa","Luweero","Bamunanika County","Kikyusa"
"S","05","Zirobwe","Luweero","Bamunanika County","Zirobwe"
"D","24","Masaka","Masaka","",""
"C","114","Bukoto East County","Masaka","Bukoto East County",""
"S","01","Bukakata","Masaka","Bukoto East County","Bukakata"
"S","02","Buwunga","Masaka","Bukoto East County","Buwunga"
"S","03","Mukungwe","Masaka","Bukoto East County","Mukungwe"
"C","116","Bukoto County Central","Masaka","Bukoto County Central",""
"S","01","Kabonera","Masaka","Bukoto County Central","Kabonera"
"S","02","Kyanamukaka","Masaka","Bukoto County Central","Kyanamukaka"
"S","03","Kyesiiga","Masaka","Bukoto County Central","Kyesiiga"
"C","121","Masaka Municipality","Masaka","Masaka Municipality",""
"S","01","Katwe/Butego","Masaka","Masaka Municipality","Katwe/Butego"
"S","02","Kimaanya/Kyabakuza","Masaka","Masaka Municipality","Kimaanya/Kyabakuza"
"S","03","Nyendo/Senyange","Masaka","Masaka Municipality","Nyendo/Senyange"
"D","25","Masindi","Masindi","",""
"C","122","Bujenje County","Masindi","Bujenje County",""
"S","01","Budongo","Masindi","Bujenje County","Budongo"
"S","02","Bwijanga","Masindi","Bujenje County","Bwijanga"
"C","124","Buruli County","Masindi","Buruli County",""
"S","02","Kimengo","Masindi","Buruli County","Kimengo"
"S","04","Miirya","Masindi","Buruli County","Miirya"
"S","06","Pakanyi","Masindi","Buruli County","Pakanyi"
"C","230","Masindi Municipality","Masindi","Masindi Municipality",""
"S","01","Karujubu Division","Masindi","Masindi Municipality","Karujubu Division"
"S","02","Nyangahya Division","Masindi","Masindi Municipality","Nyangahya Division"
"S","03","Central Division","Masindi","Masindi Municipality","Central Division"
"S","04","Kigulya Division","Masindi","Masindi Municipality","Kigulya Division"
"D","26","Mbale","Mbale","",""
"C","131","Bungokho County North","Mbale","Bungokho County North",""
"S","01","Bufumbo","Mbale","Bungokho County North","Bufumbo"
"S","02","Bukonde","Mbale","Bungokho County North","Bukonde"
"S","03","Nakaloke","Mbale","Bungokho County North","Nakaloke"
"S","04","Namanyonyi","Mbale","Bungokho County North","Namanyonyi"
"S","05","Wanale","Mbale","Bungokho County North","Wanale"
"S","06","Bubyangu","Mbale","Bungokho County North","Bubyangu"
"S","07","Budwale","Mbale","Bungokho County North","Budwale"
"S","08","Lwasso","Mbale","Bungokho County North","Lwasso"
"C","132","Bungokho County South","Mbale","Bungokho County South",""
"S","01","Bukhiende","Mbale","Bungokho County South","Bukhiende"
"S","02","Bungokho","Mbale","Bungokho County South","Bungokho"
"S","03","Busano","Mbale","Bungokho County South","Busano"
"S","04","Busiu","Mbale","Bungokho County South","Busiu"
"S","05","Busoba","Mbale","Bungokho County South","Busoba"
"S","06","Nambale","Mbale","Bungokho County South","Nambale"
"S","07","Bukasakya","Mbale","Bungokho County South","Bukasakya"
"S","08","Bumasikye","Mbale","Bungokho County South","Bumasikye"
"S","09","Lukhonge","Mbale","Bungokho County South","Lukhonge"
"S","10","Nyondo","Mbale","Bungokho County South","Nyondo"
"S","11","Bumbobi","Mbale","Bungokho County South","Bumbobi"
"C","134","Mbale Municipality","Mbale","Mbale Municipality",""
"S","01","Industrial Borough","Mbale","Mbale Municipality","Industrial Borough"
"S","02","Northern Borough","Mbale","Mbale Municipality","Northern Borough"
"S","03","Wanale Borough","Mbale","Mbale Municipality","Wanale Borough"
"D","27","Mbarara","Mbarara","",""
"C","140","Kashari County","Mbarara","Kashari County",""
"S","01","Bubaare","Mbarara","Kashari County","Bubaare"
"S","02","Bukiiro","Mbarara","Kashari County","Bukiiro"
"S","03","Kagongi","Mbarara","Kashari County","Kagongi"
"S","04","Kakiika","Mbarara","Kashari County","Kakiika"
"S","05","Kashare","Mbarara","Kashari County","Kashare"
"S","06","Rubaya","Mbarara","Kashari County","Rubaya"
"S","07","Rubindi","Mbarara","Kashari County","Rubindi"
"S","08","Rwanyamahembe","Mbarara","Kashari County","Rwanyamahembe"
"S","09","Biharwe","Mbarara","Kashari County","Biharwe"
"C","143","Rwampara County","Mbarara","Rwampara County",""
"S","01","Bugamba","Mbarara","Rwampara County","Bugamba"
"S","03","Mwizi","Mbarara","Rwampara County","Mwizi"
"S","04","Ndeija","Mbarara","Rwampara County","Ndeija"
"S","05","Nyakayojo","Mbarara","Rwampara County","Nyakayojo"
"S","06","Rugando","Mbarara","Rwampara County","Rugando"
"C","144","Mbarara Municipality","Mbarara","Mbarara Municipality",""
"S","01","Kakoba","Mbarara","Mbarara Municipality","Kakoba"
"S","02","Kamukuzi","Mbarara","Mbarara Municipality","Kamukuzi"
"S","03","Nyamitanga","Mbarara","Mbarara Municipality","Nyamitanga"
"D","28","Moroto","Moroto","",""
"C","147","Matheniko County","Moroto","Matheniko County",""
"S","01","Katikekile","Moroto","Matheniko County","Katikekile"
"S","02","Nadunget","Moroto","Matheniko County","Nadunget"
"S","03","Rupa","Moroto","Matheniko County","Rupa"
"S","04","Tapac","Moroto","Matheniko County","Tapac"
"C","150","Moroto Municipality","Moroto","Moroto Municipality",""
"S","01","North Division","Moroto","Moroto Municipality","North Division"
"S","02","South Division","Moroto","Moroto Municipality","South Division"
"D","29","Moyo","Moyo","",""
"C","152","Obongi County","Moyo","Obongi County",""
"S","01","Aliba","Moyo","Obongi County","Aliba"
"S","02","Gimara","Moyo","Obongi County","Gimara"
"S","03","Itula","Moyo","Obongi County","Itula"
"C","153","West Moyo County","Moyo","West Moyo County",""
"S","01","Dufile","Moyo","West Moyo County","Dufile"
"S","02","Lefori","Moyo","West Moyo County","Lefori"
"S","03","Metu","Moyo","West Moyo County","Metu"
"S","04","Moyo","Moyo","West Moyo County","Moyo"
"S","05","Moyo Town Council","Moyo","West Moyo County","Moyo Town Council"
"S","06","Laropi","Moyo","West Moyo County","Laropi"
"D","30","Mpigi","Mpigi","",""
"C","162","Mawokota County North","Mpigi","Mawokota County North",""
"S","01","Kammengo","Mpigi","Mawokota County North","Kammengo"
"S","02","Kiringente","Mpigi","Mawokota County North","Kiringente"
"S","04","Mpigi Town Council","Mpigi","Mawokota County North","Mpigi Town Council"
"S","05","Muduma","Mpigi","Mawokota County North","Muduma"
"C","163","Mawokota County South","Mpigi","Mawokota County South",""
"S","01","Buwama","Mpigi","Mawokota County South","Buwama"
"S","02","Kituntu","Mpigi","Mawokota County South","Kituntu"
"S","03","Nkozi","Mpigi","Mawokota County South","Nkozi"
"D","31","Mubende","Mubende","",""
"C","166","Buwekula County","Mubende","Buwekula County",""
"S","02","Butoloogo","Mubende","Buwekula County","Butoloogo"
"S","04","Kitenga","Mubende","Buwekula County","Kitenga"
"S","05","Kiyuni","Mubende","Buwekula County","Kiyuni"
"S","06","Madudu","Mubende","Buwekula County","Madudu"
"S","07","Mubende Town Council","Mubende","Buwekula County","Mubende Town Council"
"C","167","Kassanda County North","Mubende","Kassanda County North",""
"S","01","Bukuya","Mubende","Kassanda County North","Bukuya"
"S","02","Kassanda","Mubende","Kassanda County North","Kassanda"
"S","03","Kalwana","Mubende","Kassanda County North","Kalwana"
"S","04","Kitumbi","Mubende","Kassanda County North","Kitumbi"
"S","05","Makokoto","Mubende","Kassanda County North","Makokoto"
"C","168","Kassanda County South","Mubende","Kassanda County South",""
"S","01","Kiganda","Mubende","Kassanda County South","Kiganda"
"S","02","Myanzi","Mubende","Kassanda County South","Myanzi"
"S","03","Manyogaseka","Mubende","Kassanda County South","Manyogaseka"
"S","04","Nalutuntu","Mubende","Kassanda County South","Nalutuntu"
"C","221","Kasambya County","Mubende","Kasambya County",""
"S","01","Bagezza","Mubende","Kasambya County","Bagezza"
"S","02","Kibalinga","Mubende","Kasambya County","Kibalinga"
"S","03","Kasambya","Mubende","Kasambya County","Kasambya"
"S","08","Kigando","Mubende","Kasambya County","Kigando"
"S","09","Nabingoola","Mubende","Kasambya County","Nabingoola"
"D","32","Mukono","Mukono","",""
"C","176","Mukono County North","Mukono","Mukono County North",""
"S","02","Kyampisi","Mukono","Mukono County North","Kyampisi"
"S","04","Nama","Mukono","Mukono County North","Nama"
"C","177","Mukono County South","Mukono","Mukono County South",""
"S","01","Koome Islands","Mukono","Mukono County South","Koome Islands"
"S","02","Nakisunga","Mukono","Mukono County South","Nakisunga"
"S","03","Ntenjeru","Mukono","Mukono County South","Ntenjeru"
"S","04","Mpunge","Mukono","Mukono County South","Mpunge"
"S","05","Mpatta","Mukono","Mukono County South","Mpatta"
"C","178","Nakifuma County","Mukono","Nakifuma County",""
"S","01","Kasawo","Mukono","Nakifuma County","Kasawo"
"S","02","Kimenyedde","Mukono","Nakifuma County","Kimenyedde"
"S","03","Nabbale","Mukono","Nakifuma County","Nabbale"
"S","04","Nagojje","Mukono","Nakifuma County","Nagojje"
"S","05","Namuganga","Mukono","Nakifuma County","Namuganga"
"S","06","Ntunda","Mukono","Nakifuma County","Ntunda"
"C","231","Mukono Municipality","Mukono","Mukono Municipality",""
"S","01","Goma Division","Mukono","Mukono Municipality","Goma Division"
"S","03","Mukono Division","Mukono","Mukono Municipality","Mukono Division"
"D","33","Nebbi","Nebbi","",""
"C","181","Jonam County","Nebbi","Jonam County",""
"S","01","Pakwach","Nebbi","Jonam County","Pakwach"
"S","02","Pakwach Town Council","Nebbi","Jonam County","Pakwach Town Council"
"S","03","Panyango","Nebbi","Jonam County","Panyango"
"S","04","Panyimur","Nebbi","Jonam County","Panyimur"
"S","05","Wadelai","Nebbi","Jonam County","Wadelai"
"S","06","Alwi","Nebbi","Jonam County","Alwi"
"C","183","Padyere County","Nebbi","Padyere County",""
"S","01","Akworo","Nebbi","Padyere County","Akworo"
"S","02","Erussi","Nebbi","Padyere County","Erussi"
"S","03","Kucwiny","Nebbi","Padyere County","Kucwiny"
"S","04","Nebbi","Nebbi","Padyere County","Nebbi"
"S","05","Nebbi Town Council","Nebbi","Padyere County","Nebbi Town Council"
"S","06","Nyaravur","Nebbi","Padyere County","Nyaravur"
"S","07","Parombo","Nebbi","Padyere County","Parombo"
"S","08","Atego","Nebbi","Padyere County","Atego"
"S","09","Ndhew","Nebbi","Padyere County","Ndhew"
"D","34","Ntungamo","Ntungamo","",""
"C","184","Kajara County","Ntungamo","Kajara County",""
"S","01","Bwongera","Ntungamo","Kajara County","Bwongera"
"S","02","Ihunga","Ntungamo","Kajara County","Ihunga"
"S","03","Kibatsi","Ntungamo","Kajara County","Kibatsi"
"S","04","Nyabihoko","Ntungamo","Kajara County","Nyabihoko"
"C","185","Ruhaama County","Ntungamo","Ruhaama County",""
"S","01","Ntungamo","Ntungamo","Ruhaama County","Ntungamo"
"S","03","Nyakyera","Ntungamo","Ruhaama County","Nyakyera"
"S","04","Ruhaama","Ntungamo","Ruhaama County","Ruhaama"
"S","05","Rukoni West","Ntungamo","Ruhaama County","Rukoni West"
"S","06","Rweikiniro","Ntungamo","Ruhaama County","Rweikiniro"
"S","07","Itojo","Ntungamo","Ruhaama County","Itojo"
"S","08","Rukoni East","Ntungamo","Ruhaama County","Rukoni East"
"C","186","Rushenyi County","Ntungamo","Rushenyi County",""
"S","01","Kayonza","Ntungamo","Rushenyi County","Kayonza"
"S","02","Ngoma","Ntungamo","Rushenyi County","Ngoma"
"S","03","Rubaare","Ntungamo","Rushenyi County","Rubaare"
"S","04","Rugarama","Ntungamo","Rushenyi County","Rugarama"
"C","232","Ntungamo Municipality","Ntungamo","Ntungamo Municipality",""
"S","01","Eastern Division","Ntungamo","Ntungamo Municipality","Eastern Division"
"S","02","Central Division","Ntungamo","Ntungamo Municipality","Central Division"
"S","03","Western Division","Ntungamo","Ntungamo Municipality","Western Division"
"D","35","Pallisa","Pallisa","",""
"C","188","Butebo County","Pallisa","Butebo County",""
"S","01","Butebo","Pallisa","Butebo County","Butebo"
"S","02","Kabwangasi","Pallisa","Butebo County","Kabwangasi"
"S","03","Kakoro","Pallisa","Butebo County","Kakoro"
"S","04","Kibale","Pallisa","Butebo County","Kibale"
"S","05","Petete","Pallisa","Butebo County","Petete"
"S","06","Kanginima","Pallisa","Butebo County","Kanginima"
"S","07","Opwateta","Pallisa","Butebo County","Opwateta"
"C","190","Pallisa County","Pallisa","Pallisa County",""
"S","05","Kasodo","Pallisa","Pallisa County","Kasodo"
"S","06","Pallisa","Pallisa","Pallisa County","Pallisa"
"S","07","Pallisa Town Council","Pallisa","Pallisa County","Pallisa Town Council"
"S","08","Puti-Puti","Pallisa","Pallisa County","Puti-Puti"
"S","09","Kamuge","Pallisa","Pallisa County","Kamuge"
"S","12","Olok","Pallisa","Pallisa County","Olok"
"C","234","Agule County","Pallisa","Agule County",""
"S","01","Agule","Pallisa","Agule County","Agule"
"S","02","Apopong","Pallisa","Agule County","Apopong"
"S","03","Gogonyo","Pallisa","Agule County","Gogonyo"
"S","04","Kameke","Pallisa","Agule County","Kameke"
"S","10","Akisim","Pallisa","Agule County","Akisim"
"S","11","Chelekura","Pallisa","Agule County","Chelekura"
"D","36","Rakai","Rakai","",""
"C","192","Kakuuto County","Rakai","Kakuuto County",""
"S","01","Kakuuto","Rakai","Kakuuto County","Kakuuto"
"S","02","Kasasa","Rakai","Kakuuto County","Kasasa"
"S","03","Kibanda","Rakai","Kakuuto County","Kibanda"
"S","04","Kifamba","Rakai","Kakuuto County","Kifamba"
"S","05","Kyebe","Rakai","Kakuuto County","Kyebe"
"C","193","Kooki County","Rakai","Kooki County",""
"S","01","Byakabanda","Rakai","Kooki County","Byakabanda"
"S","02","Ddwaniro","Rakai","Kooki County","Ddwaniro"
"S","03","Kacheera","Rakai","Kooki County","Kacheera"
"S","04","Kagamba (Buyamba)","Rakai","Kooki County","Kagamba (Buyamba)"
"S","05","Kyalulangira","Rakai","Kooki County","Kyalulangira"
"S","06","Lwamaggwa","Rakai","Kooki County","Lwamaggwa"
"S","07","Lwanda","Rakai","Kooki County","Lwanda"
"S","08","Rakai Town Council","Rakai","Kooki County","Rakai Town Council"
"S","09","Kiziba","Rakai","Kooki County","Kiziba"
"C","194","Kyotera County","Rakai","Kyotera County",""
"S","01","Kabira","Rakai","Kyotera County","Kabira"
"S","02","Kalisizo","Rakai","Kyotera County","Kalisizo"
"S","03","Kasaali","Rakai","Kyotera County","Kasaali"
"S","04","Kirumba","Rakai","Kyotera County","Kirumba"
"S","05","Kyotera Town Council","Rakai","Kyotera County","Kyotera Town Council"
"S","06","Lwankoni","Rakai","Kyotera County","Lwankoni"
"S","07","Nabigasa","Rakai","Kyotera County","Nabigasa"
"S","08","Kalisizo Town Council","Rakai","Kyotera County","Kalisizo Town Council"
"D","37","Rukungiri","Rukungiri","",""
"C","197","Rubabo County","Rukungiri","Rubabo County",""
"S","01","Buyanja","Rukungiri","Rubabo County","Buyanja"
"S","02","Kebisoni","Rukungiri","Rubabo County","Kebisoni"
"S","03","Nyakishenyi","Rukungiri","Rubabo County","Nyakishenyi"
"S","04","Nyarushanje","Rukungiri","Rubabo County","Nyarushanje"
"C","198","Rujumbura County","Rukungiri","Rujumbura County",""
"S","01","Bugangari","Rukungiri","Rujumbura County","Bugangari"
"S","02","Buhunga","Rukungiri","Rujumbura County","Buhunga"
"S","03","Bwambara","Rukungiri","Rujumbura County","Bwambara"
"S","05","Nyakagyeme","Rukungiri","Rujumbura County","Nyakagyeme"
"S","06","Ruhinda","Rukungiri","Rujumbura County","Ruhinda"
"C","233","Rukungiri Municipality","Rukungiri","Rukungiri Municipality",""
"S","01","Eastern Division","Rukungiri","Rukungiri Municipality","Eastern Division"
"S","02","Southern Division","Rukungiri","Rukungiri Municipality","Southern Division"
"S","03","Western Division","Rukungiri","Rukungiri Municipality","Western Division"
"D","38","Soroti","Soroti","",""
"C","205","Soroti County","Soroti","Soroti County",""
"S","01","Arapai","Soroti","Soroti County","Arapai"
"S","02","Asuret","Soroti","Soroti County","Asuret"
"S","03","Gweri","Soroti","Soroti County","Gweri"
"S","04","Kamuda","Soroti","Soroti County","Kamuda"
"S","05","Katine","Soroti","Soroti County","Katine"
"S","06","Soroti","Soroti","Soroti County","Soroti"
"S","07","Tubur","Soroti","Soroti County","Tubur"
"C","207","Soroti Municipality","Soroti","Soroti Municipality",""
"S","01","Eastern","Soroti","Soroti Municipality","Eastern"
"S","02","Northern","Soroti","Soroti Municipality","Northern"
"S","03","Western","Soroti","Soroti Municipality","Western"
"D","39","Tororo","Tororo","",""
"C","209","West Budama County North","Tororo","West Budama County North",""
"S","01","Kirewa","Tororo","West Budama County North","Kirewa"
"S","02","Kisoko","Tororo","West Budama County North","Kisoko"
"S","03","Nagongera","Tororo","West Budama County North","Nagongera"
"S","04","Paya","Tororo","West Budama County North","Paya"
"S","05","Petta","Tororo","West Budama County North","Petta"
"S","06","Nagongera Town Council","Tororo","West Budama County North","Nagongera Town Council"
"S","07","Sopsop","Tororo","West Budama County North","Sopsop"
"C","210","West Budama County South","Tororo","West Budama County South",""
"S","01","Iyolwa","Tororo","West Budama County South","Iyolwa"
"S","02","Mulanda","Tororo","West Budama County South","Mulanda"
"S","03","Nabuyoga","Tororo","West Budama County South","Nabuyoga"
"S","04","Rubongi","Tororo","West Budama County South","Rubongi"
"S","05","Magola","Tororo","West Budama County South","Magola"
"C","213","Tororo County","Tororo","Tororo County",""
"S","01","Kwapa","Tororo","Tororo County","Kwapa"
"S","02","Molo","Tororo","Tororo County","Molo"
"S","03","Mukuju","Tororo","Tororo County","Mukuju"
"S","04","Osukuru","Tororo","Tororo County","Osukuru"
"S","05","Mella","Tororo","Tororo County","Mella"
"S","06","Merikit","Tororo","Tororo County","Merikit"
"S","07","Malaba Town Council","Tororo","Tororo County","Malaba Town Council"
"C","214","Tororo Municipality","Tororo","Tororo Municipality",""
"S","01","Tororo Eastern","Tororo","Tororo Municipality","Tororo Eastern"
"S","02","Tororo Western","Tororo","Tororo Municipality","Tororo Western"
"D","40","Adjumani","Adjumani","",""
"C","151","East Moyo County","Adjumani","East Moyo County",""
"S","01","Adjumani Town Council","Adjumani","East Moyo County","Adjumani Town Council"
"S","02","Adropi","Adjumani","East Moyo County","Adropi"
"S","03","Ciforo","Adjumani","East Moyo County","Ciforo"
"S","04","Dzaipi","Adjumani","East Moyo County","Dzaipi"
"S","05","Ofua","Adjumani","East Moyo County","Ofua"
"S","06","Pakele","Adjumani","East Moyo County","Pakele"
"S","07","Arinyapi","Adjumani","East Moyo County","Arinyapi"
"S","08","Itirikwa","Adjumani","East Moyo County","Itirikwa"
"S","09","Pachara","Adjumani","East Moyo County","Pachara"
"S","10","Ukusijoni","Adjumani","East Moyo County","Ukusijoni"
"D","41","Bugiri","Bugiri","",""
"C","031","Bukooli County Central","Bugiri","Bukooli County Central",""
"S","01","Bulesa","Bugiri","Bukooli County Central","Bulesa"
"S","02","Buwunga","Bugiri","Bukooli County Central","Buwunga"
"S","03","Muterere","Bugiri","Bukooli County Central","Muterere"
"S","04","Nankoma","Bugiri","Bukooli County Central","Nankoma"
"S","05","Budhaya","Bugiri","Bukooli County Central","Budhaya"
"S","06","Bulidha","Bugiri","Bukooli County Central","Bulidha"
"C","032","Bukooli County North","Bugiri","Bukooli County North",""
"S","01","Bugiri Town Council","Bugiri","Bukooli County North","Bugiri Town Council"
"S","02","Buluguyi","Bugiri","Bukooli County North","Buluguyi"
"S","03","Iwemba","Bugiri","Bukooli County North","Iwemba"
"S","04","Kapyanga","Bugiri","Bukooli County North","Kapyanga"
"S","05","Nabukalu","Bugiri","Bukooli County North","Nabukalu"
"D","42","Busia","Busia","",""
"C","211","Samia Bugwe County North","Busia","Samia Bugwe County North",""
"S","01","Bulumbi","Busia","Samia Bugwe County North","Bulumbi"
"S","03","Busitema","Busia","Samia Bugwe County North","Busitema"
"S","04","Buteba","Busia","Samia Bugwe County North","Buteba"
"S","05","Dabani","Busia","Samia Bugwe County North","Dabani"
"S","06","Buyanga","Busia","Samia Bugwe County North","Buyanga"
"S","07","Sikuda","Busia","Samia Bugwe County North","Sikuda"
"C","212","Samia Bugwe County South","Busia","Samia Bugwe County South",""
"S","01","Buhehe","Busia","Samia Bugwe County South","Buhehe"
"S","02","Lumino","Busia","Samia Bugwe County South","Lumino"
"S","03","Lunyo","Busia","Samia Bugwe County South","Lunyo"
"S","04","Masaba","Busia","Samia Bugwe County South","Masaba"
"S","05","Masafu","Busia","Samia Bugwe County South","Masafu"
"S","06","Busime","Busia","Samia Bugwe County South","Busime"
"S","07","Masinya","Busia","Samia Bugwe County South","Masinya"
"S","08","Majanji","Busia","Samia Bugwe County South","Majanji"
"C","226","Busia Municipality","Busia","Busia Municipality",""
"S","01","Eastern Division","Busia","Busia Municipality","Eastern Division"
"S","02","Western Division","Busia","Busia Municipality","Western Division"
"D","43","Katakwi","Katakwi","",""
"C","206","Usuk County","Katakwi","Usuk County",""
"S","02","Katakwi","Katakwi","Usuk County","Katakwi"
"S","03","Katakwi Town Council","Katakwi","Usuk County","Katakwi Town Council"
"S","05","Ngariam","Katakwi","Usuk County","Ngariam"
"S","07","Usuk","Katakwi","Usuk County","Usuk"
"S","09","Ongongoja","Katakwi","Usuk County","Ongongoja"
"S","10","Palam","Katakwi","Usuk County","Palam"
"C","224","Toroma County","Katakwi","Toroma County",""
"S","01","Kapujan","Katakwi","Toroma County","Kapujan"
"S","04","Magoro","Katakwi","Toroma County","Magoro"
"S","06","Toroma","Katakwi","Toroma County","Toroma"
"S","08","Omodoi","Katakwi","Toroma County","Omodoi"
"D","44","Nakasongola","Nakasongola","",""
"C","106","Nakasongola County","Nakasongola","Nakasongola County",""
"S","01","Kakooge","Nakasongola","Nakasongola County","Kakooge"
"S","02","Kalungi","Nakasongola","Nakasongola County","Kalungi"
"S","05","Wabinyonyi","Nakasongola","Nakasongola County","Wabinyonyi"
"S","06","Nakasongola Town Council","Nakasongola","Nakasongola County","Nakasongola Town Council"
"S","07","Kalongo","Nakasongola","Nakasongola County","Kalongo"
"C","218","Budyebo County","Nakasongola","Budyebo County",""
"S","03","Lwampanga","Nakasongola","Budyebo County","Lwampanga"
"S","04","Nabiswera","Nakasongola","Budyebo County","Nabiswera"
"S","08","Rwabyata","Nakasongola","Budyebo County","Rwabyata"
"S","09","Nakitoma","Nakasongola","Budyebo County","Nakitoma"
"D","45","Ssembabule","Ssembabule","",""
"C","119","Lwemiyaga County","Ssembabule","Lwemiyaga County",""
"S","01","Lwemiyaga","Ssembabule","Lwemiyaga County","Lwemiyaga"
"S","02","Ntuusi","Ssembabule","Lwemiyaga County","Ntuusi"
"C","120","Mawogola County","Ssembabule","Mawogola County",""
"S","01","Lugusulu","Ssembabule","Mawogola County","Lugusulu"
"S","02","Lwebitakuli","Ssembabule","Mawogola County","Lwebitakuli"
"S","03","Mateete","Ssembabule","Mawogola County","Mateete"
"S","04","Mijwala","Ssembabule","Mawogola County","Mijwala"
"S","05","Ssembabule Town Council","Ssembabule","Mawogola County","Ssembabule Town Council"
"S","06","Mateete Town Council","Ssembabule","Mawogola County","Mateete Town Council"
"D","46","Kamwenge","Kamwenge","",""
"C","053","Kibale County","Kamwenge","Kibale County",""
"S","01","Bwizi","Kamwenge","Kibale County","Bwizi"
"S","02","Kahunge","Kamwenge","Kibale County","Kahunge"
"S","03","Kamwenge","Kamwenge","Kibale County","Kamwenge"
"S","04","Nkoma","Kamwenge","Kibale County","Nkoma"
"S","05","Kamwenge Town Council","Kamwenge","Kibale County","Kamwenge Town Council"
"S","06","Busiriba","Kamwenge","Kibale County","Busiriba"
"S","07","Kabambiro","Kamwenge","Kibale County","Kabambiro"
"S","08","Biguli","Kamwenge","Kibale County","Biguli"
"C","054","Kitagwenda County","Kamwenge","Kitagwenda County",""
"S","01","Kicheche","Kamwenge","Kitagwenda County","Kicheche"
"S","02","Mahyoro","Kamwenge","Kitagwenda County","Mahyoro"
"S","03","Ntara","Kamwenge","Kitagwenda County","Ntara"
"S","04","Nyabbani","Kamwenge","Kitagwenda County","Nyabbani"
"S","05","Buhanda","Kamwenge","Kitagwenda County","Buhanda"
"S","06","Kanara","Kamwenge","Kitagwenda County","Kanara"
"D","47","Kayunga","Kayunga","",""
"C","171","Bbale County","Kayunga","Bbale County",""
"S","01","Bbaale","Kayunga","Bbale County","Bbaale"
"S","02","Galiraya","Kayunga","Bbale County","Galiraya"
"S","03","Kayonza","Kayunga","Bbale County","Kayonza"
"S","04","Kitimbwa","Kayunga","Bbale County","Kitimbwa"
"C","179","Ntenjeru County North","Kayunga","Ntenjeru County North",""
"S","01","Busaana","Kayunga","Ntenjeru County North","Busaana"
"S","02","Kayunga","Kayunga","Ntenjeru County North","Kayunga"
"S","03","Kayunga Town Council","Kayunga","Ntenjeru County North","Kayunga Town Council"
"C","180","Ntenjeru County South","Kayunga","Ntenjeru County South",""
